author,date,comment
Andrew Thornton,2022-05-25T00:00:00.000Z,"Rogue Legacy 2 offers so many options when it comes to classes, upgrades, and ways to play it that anyone remotely open to the roguelite genre should check it out. I might have asked for a bit more direction in how to approach certain upgrade paths since the volume of choices can be borderline overwhelming, but it’s a minor quibble when everything else about the game is so fantastic. Rogue Legacy 2’s memorable world and overflowing personality will keep you invested until the very end."
Oliver Shellding,2022-05-23T00:00:00.000Z,"Rogue Legacy 2 is a masterwork in taking something already great and elevating it without getting lost in ambition and abandoning the core interest. It’s Mega Man 2. It’s LeChuck’s Revenge. It’s freaking Super Smash Bros. Melee. This is the way all sequels should be, and I’m ecstatic to finish my review so I can go back and play it again."
Kosta Andreadis,2022-05-16T00:00:00.000Z,"The flip-side to this is a positive, in that Rogue Legacy’s intricate progression and many, many secrets to discover is enough to warrant on and off play for weeks and months. If you’re after a pure rogue-lite experience and something that has the combat depth and platforming challenge to keep you hooked on its loop for an extended period, then Rogue Legacy 2 is a resounding success. Visually, it's a huge leap forward over the original too - with some fantastic animation and responsive 2D action."
Nathan Gibson,2022-05-12T00:00:00.000Z,"Rogue Legacy 2 is a worthy sequel that improves upon almost every aspect of the original, adding a wide array of new classes, abilities, and content."
John Carson,2022-05-11T00:00:00.000Z,"Despite my nitpicks, every new discovery unveiled, skills obtained, and boss defeated wipes away any grief and replaces it with deep satisfaction. There’s a lot to clean up with the core progression systems to make the ramp from beginning to end escalate more evenly, but I’ve enjoyed most of my hours struggling through countless generations of my goofy little bloodline. I am overjoyed the entertaining heritage of this series remains firmly intact."
Mark Steighner,2022-05-11T00:00:00.000Z,"Rogue Legacy essentially spawned the roguelite genre and nine years later, its sequel improves the recipe in every way. Rogue Legacy 2 looks fantastic and plays even better, with engaging mechanics and an addictive gameplay loop. While you might not always make progress, you also never feel bored or that the game disrespects your time. Every run is a new experience and often surprising. There are a lot of systems at play, but they generally help Rogue Legacy 2 transcend the limits of the genre and make it endlessly replayable and entertaining."
Ravi Sinha,2022-05-09T00:00:00.000Z,"Rogue Legacy 2 is an excellent step up from its predecessor, adding tons of new, fun content along with heaps of systems for even more varied runs. Though it can be grindy and somewhat difficult, the enjoyable gameplay will keep you coming back."
A.J. Maciejewski,2022-05-09T00:00:00.000Z,Rogue Legacy 2 is simply one of the best indie games ever. It manages to stay true to the original while forging its own identity in ways that make it stand out as unique and ultimately superior. You'd be a complete goof if you don't enjoy every second of it.
Ed Acosta,2022-05-09T00:00:00.000Z,"Rogue Legacy 2 has entangled me in its grind. It has cracked that code in me where others often get it wrong. Thanks to the randomness of the heroes, the ability to carry over progression, and the fun combat, I have that urge to keep playing. Rogue Legacy 2 will easily sit in my top games of this year and possibly be one of the most fun times I’ve had this year."
Győző Baki,2022-05-09T00:00:00.000Z,"Rogue Legacy 2 doesn't revolutionize the saga but expands and improves every part of it, adding great variety and many options for the players. This will keep it a constant presence in your hard drives for many months."
Ivanir Ignacchitti,2022-05-07T00:00:00.000Z,"Rogue Legacy 2 is a perfect example of what action roguelikes can offer. With robust gameplay systems and a proposal that does not use procedural generation as a crutch, it is simply a must-see."
Linden Garcia,2022-05-07T00:00:00.000Z,"Rogue Legacy 2 is built to be played for hours at a time or for ten minutes; it’s welcoming to Rouge-like newbies and PC veterans; It’s uncomplicated yet with a suitable amount of depth. Cellar Door Games have undoubtedly outdone themselves again, setting a new bar for the Rogue-lite gameplay style they helped kickstart."
Suhyung Jung,2022-05-06T00:00:00.000Z,"Rogue Legacy2 shows a perfect combination of Rogue-lite and Metrovania. the game is enjoyable for hundreds of hours thanks to both genres compensate each other's downside.  While, the improved exploring and battle systems added the completeness to the previous title, similar gameplay styles and monster designs can make you feel somewhat dull."
Nick Herber,2022-05-06T00:00:00.000Z,"Rogue Legacy 2 is a delightful mix of action-platforming with enough progression elements baked in to keep the many deaths from getting too frustrating. Unlocking new areas of my tower or discovering new traits was enjoyable, as was trying out new class / weapon / ability combinations with each new generation.

Rogue Legacy 2 is a worthy successor to its ancestor."
Aaron Zimmerman,2022-05-06T00:00:00.000Z,"There is a story, told mostly through notes left strewn around the environments, but I’d be lying if I said I paid any attention to it. The draw here is the gameplay loop, and if what I’ve described above sounds tedious to you, the game is absolutely not for you. Rogue Legacy 2 is a game about repeated failure, and only slow, incremental progress will lead to your success."
James Luff,2022-05-06T00:00:00.000Z,"While I did manage to find a few things to nitpick there is no denying I kept coming back to this game run after run. The random generation of the character types and level design is so enormous that every attempt at taking down the castle felt different. On top of that, the controls are tight and easy to use and the game is overall enormous fun to play. Rogue Legacy 2 is everything I loved about the original title with so much more added to it. Unless you absolutely hate the rogue-lite genre there is plenty of incentive to jump into the sequel thanks to its accessibility features and general refinements to the gameplay. Even years from now Rogue Legacy 2 is sure to solidify itself as one of the best in the rogue-lite genre. Well at least until the next game that is."
Ryan Gilliam,2022-05-05T00:00:00.000Z,"Rogue Legacy 2’s extremely random nature would crush a lesser game, but Cellar Door Games uses that pressure to create diamonds. Even if it’s occasionally frustrating, Rogue Legacy 2 refuses to ever let me be bored, and that’s more than enough to set it apart from the heap of roguelites that have followed in the original game’s wake. I’m 30 hours into Rogue Legacy 2, and I’m still discovering new toys to play with. But I still haven’t found another spoon."
